currentLevel,requiredXpToUpgrade,newLevel,userBeXp,ranksRewards,claimableRewards,unclaimableRewards
Unranked_2,"50,000,000.00",Ruby_2,75000000000,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_1,"50,000,000.00",Ruby_2,75000000000,2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_2,"50,000,000.00",Ruby_2,75000000000,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_3,"50,000,000.00",Ruby_2,75000000000,4|5|6|7|8|9|10|11|12|13|14|15|16|17,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_1,"50,000,000.00",Ruby_2,75000000000,5|6|7|8|9|10|11|12|13|14|15|16|17,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_2,"50,000,000.00",Ruby_2,75000000000,6|7|8|9|10|11|12|13|14|15|16|17,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_3,"50,000,000.00",Ruby_2,75000000000,7|8|9|10|11|12|13|14|15|16|17,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_1,"50,000,000.00",Ruby_2,75000000000,8|9|10|11|12|13|14|15|16|17,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_2,"50,000,000.00",Ruby_2,75000000000,9|10|11|12|13|14|15|16|17,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_3,"50,000,000.00",Ruby_2,75000000000,10|11|12|13|14|15|16|17,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_1,"50,000,000.00",Ruby_2,75000000000,11|12|13|14|15|16|17,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_2,"50,000,000.00",Ruby_2,75000000000,12|13|14|15|16|17,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_3,"50,000,000.00",Ruby_2,75000000000,13|14|15|16|17,Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_1,"50,000,000.00",Ruby_2,75000000000,14|15|16|17,Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_2,"50,000,000.00",Ruby_2,75000000000,15|16|17,Sapphire_2|Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_3,"37,000,000.00",Ruby_2,75000000000,16|17,Sapphire_3|Ruby_1|Ruby_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Diamond_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_1,"75,000,000.00",Ruby_3,112500000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_2,"75,000,000.00",Ruby_3,112500000000,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_1,"75,000,000.00",Ruby_3,112500000000,2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_2,"75,000,000.00",Ruby_3,112500000000,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_3,"75,000,000.00",Ruby_3,112500000000,4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_1,"75,000,000.00",Ruby_3,112500000000,5|6|7|8|9|10|11|12|13|14|15|16|17|18,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_2,"75,000,000.00",Ruby_3,112500000000,6|7|8|9|10|11|12|13|14|15|16|17|18,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_3,"75,000,000.00",Ruby_3,112500000000,7|8|9|10|11|12|13|14|15|16|17|18,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_1,"75,000,000.00",Ruby_3,112500000000,8|9|10|11|12|13|14|15|16|17|18,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_2,"75,000,000.00",Ruby_3,112500000000,9|10|11|12|13|14|15|16|17|18,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_3,"75,000,000.00",Ruby_3,112500000000,10|11|12|13|14|15|16|17|18,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_1,"75,000,000.00",Ruby_3,112500000000,11|12|13|14|15|16|17|18,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_2,"75,000,000.00",Ruby_3,112500000000,12|13|14|15|16|17|18,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_3,"75,000,000.00",Ruby_3,112500000000,13|14|15|16|17|18,Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_1,"75,000,000.00",Ruby_3,112500000000,14|15|16|17|18,Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_2,"75,000,000.00",Ruby_3,112500000000,15|16|17|18,Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_3,"75,000,000.00",Ruby_3,112500000000,16|17|18,Sapphire_3|Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Ruby_1,"75,000,000.00",Ruby_3,112500000000,17|18,Ruby_1|Ruby_2|Ruby_3,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Diamond_2|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_1,"150,000,000.00",Diamond_1,225000000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_2,"150,000,000.00",Diamond_1,225000000000,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_1,"150,000,000.00",Diamond_1,225000000000,2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_2,"150,000,000.00",Diamond_1,225000000000,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Diamond_3|Opal_1|Opal_2|Opal_3
Bronze_3,"150,000,000.00",Diamond_1,225000000000,4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_1,"150,000,000.00",Diamond_1,225000000000,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_2,"150,000,000.00",Diamond_1,225000000000,6|7|8|9|10|11|12|13|14|15|16|17|18|19,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Diamond_3|Opal_1|Opal_2|Opal_3
Silver_3,"150,000,000.00",Diamond_1,225000000000,7|8|9|10|11|12|13|14|15|16|17|18|19,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_1,"150,000,000.00",Diamond_1,225000000000,8|9|10|11|12|13|14|15|16|17|18|19,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_2,"150,000,000.00",Diamond_1,225000000000,9|10|11|12|13|14|15|16|17|18|19,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Diamond_3|Opal_1|Opal_2|Opal_3
Gold_3,"150,000,000.00",Diamond_1,225000000000,10|11|12|13|14|15|16|17|18|19,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_1,"150,000,000.00",Diamond_1,225000000000,11|12|13|14|15|16|17|18|19,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_2,"150,000,000.00",Diamond_1,225000000000,12|13|14|15|16|17|18|19,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Diamond_3|Opal_1|Opal_2|Opal_3
Emerald_3,"150,000,000.00",Diamond_1,225000000000,13|14|15|16|17|18|19,Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_1,"150,000,000.00",Diamond_1,225000000000,14|15|16|17|18|19,Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_2,"150,000,000.00",Diamond_1,225000000000,15|16|17|18|19,Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Diamond_3|Opal_1|Opal_2|Opal_3
Sapphire_3,"150,000,000.00",Diamond_1,225000000000,16|17|18|19,Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Diamond_3|Opal_1|Opal_2|Opal_3
Ruby_1,"150,000,000.00",Diamond_1,225000000000,17|18|19,Ruby_1|Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Diamond_3|Opal_1|Opal_2|Opal_3
Ruby_2,"150,000,000.00",Diamond_1,225000000000,18|19,Ruby_2|Ruby_3|Diamond_1,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Diamond_3|Opal_1|Opal_2|Opal_3
Unranked_1,"300,000,000.00",Diamond_2,450000000000,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Opal_1|Opal_2|Opal_3
Unranked_2,"300,000,000.00",Diamond_2,450000000000,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Opal_1|Opal_2|Opal_3
Bronze_1,"300,000,000.00",Diamond_2,450000000000,2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Opal_1|Opal_2|Opal_3
Bronze_2,"300,000,000.00",Diamond_2,450000000000,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Opal_1|Opal_2|Opal_3
Bronze_3,"300,000,000.00",Diamond_2,450000000000,4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Opal_1|Opal_2|Opal_3
Silver_1,"300,000,000.00",Diamond_2,450000000000,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Opal_1|Opal_2|Opal_3
Silver_2,"300,000,000.00",Diamond_2,450000000000,6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Opal_1|Opal_2|Opal_3
Silver_3,"300,000,000.00",Diamond_2,450000000000,7|8|9|10|11|12|13|14|15|16|17|18|19|20,Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Opal_1|Opal_2|Opal_3
Gold_1,"300,000,000.00",Diamond_2,450000000000,8|9|10|11|12|13|14|15|16|17|18|19|20,Gold_1|Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Opal_1|Opal_2|Opal_3
Gold_2,"300,000,000.00",Diamond_2,450000000000,9|10|11|12|13|14|15|16|17|18|19|20,Gold_2|Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Opal_1|Opal_2|Opal_3
Gold_3,"300,000,000.00",Diamond_2,450000000000,10|11|12|13|14|15|16|17|18|19|20,Gold_3|Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Opal_1|Opal_2|Opal_3
Emerald_1,"300,000,000.00",Diamond_2,450000000000,11|12|13|14|15|16|17|18|19|20,Emerald_1|Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Opal_1|Opal_2|Opal_3
Emerald_2,"300,000,000.00",Diamond_2,450000000000,12|13|14|15|16|17|18|19|20,Emerald_2|Emerald_3|Sapphire_1|Sapphire_2|Sapphire_3|Ruby_1|Ruby_2|Ruby_3|Diamond_1|Diamond_2,Unranked|Bronze_1|Bronze_2|Bronze_3|Silver_1|Silver_2|Silver_3|Gold_1|Gold_2|Gold_3|Emerald_1|Opal_1|Opal_2|Opal_3
